    1,    0,    0,  194,  0.0,    0,    0,    0,    1,    0,   24,1110673046732505088,   27,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    0,    0,    0,  232,0.997222222222,    0,    0,    0,    1,    0,   14,1110671539916148737,   32,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    0,    0,    0,  187,2.66944444444,    0,    0,    0,    1,    0,   39,1110669015565901831,   59,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    1,    0,    0,  297,3.14166666667,    0,    0,    0,    1,    0,   29,1110668304035840001,   42,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    0,    1,    0,  167,6.04166666667,    0,    0,    0,    1,    0,   33,1110663926038048768,   45,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    0,    0,    0,  117,8.90833333333,    0,    0,    0,    1,    0,   29,1110659595859566593,   72,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    0,    1,    0,  218,11.5944444444,    0,    0,    0,    1,    0,    9,1110655539023888389,   21,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    0,    0,    0,  168,14.2888888889,    0,    0,    0,    1,    0,   26,1110651473845723137,   62,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    1,    0,    0,  237,17.0333333333,    0,    0,    0,    1,    0,   34,1110647326517981184,   88,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    1,    0,    0,  284,20.1916666667,    0,    0,    0,    1,    0,   47,1110642560295305217,  112,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    1,    0,    0,  262,20.7055555556,    0,    0,    0,    1,    0,  240,1110641784118525954,  719,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    0,    0,    0,  151, 23.7,    0,    0,    0,    1,    0,   65,1110637259735339013,  180,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    1,    0,    0,  221,26.7333333333,    0,    0,    0,    1,    0,   75,1110632680683724800,  425,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    0,    1,    0,  195, 30.2,    0,    0,    0,    1,    0,   54,1110627446376857602,  304,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    0,    1,    0,  245,31.9888888889,    0,    0,    0,    1,    0,   48,1110624744175484928,  100,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
    1,    0,    0,  180,33.2805555556,    0,    0,    0,    1,    0,  107,1110622794549743616,  187,245767,  130,  555,3643.0,14214135,    3,56053,28785486,    8
