    0,    1,    0,  164,  0.0,    0,    0,    0,    1,    0,    5,1110662766229106689,    3,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  112,10.0194444444,    0,    0,    0,    1,    0,   11,1110647638582575104,   14,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    0,    0,   88,13.1944444444,    0,    0,    1,    1,    0,   97,1110642843436150785,    0,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  109,13.6888888889,    0,    0,    0,    1,    0,   10,1110642097814675457,    6,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    0,    0,  191,18.0277777778,    0,    0,    0,    1,    0,   18,1110635548060852226,   26,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,   98,35.6888888889,    0,    0,    0,    1,    0,    7,1110608878352388096,   16,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  105,46.6916666667,    0,    0,    0,    1,    0,   15,1110592266413006853,   21,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,   96,57.5194444444,    0,    0,    0,    1,    0,   11,1110575915547979782,   10,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    0,    0,   82,61.9111111111,    0,    0,    1,    1,    0,   39,1110569284982489089,    0,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    0,    1,  194,63.25,    0,    1,    0,    1,    1,    9,1110567262421991426,   24,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    1,    0,    0,  210,69.2527777778,    0,    0,    0,    0,    0,  327,1110558199348936705,  348,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  121,70.5305555556,    0,    0,    0,    1,    0,   31,1110556270803726336,   43,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  106,90.0194444444,    0,    0,    0,    1,    0,   19,1110526842459443202,   26,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  103,95.8555555556,    0,    0,    0,    1,    0,    8,1110518029069234176,   14,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    0,    0,   70,99.0916666667,    0,    0,    1,    1,    0,  203,1110513143489458183,    0,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  106,107.525,    0,    0,    0,    1,    0,   12,1110500411969060866,   17,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    0,    0,  140,110.469444444,    0,    0,    1,    0,    0, 1027,1110495963112718336,    0,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  110,111.941666667,    0,    0,    0,    1,    0,    3,1110493742186856449,   13,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  106,122.025,    0,    0,    0,    1,    0,   10,1110478517005893633,   13,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  102,125.188888889,    0,    0,    0,    1,    0,   34,1110473736933781504,   26,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,  110,127.527777778,    0,    0,    0,    1,    0,   23,1110470205258547200,   42,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    0,    0,  140,127.555555556,    0,    0,    1,    0,    0,  424,1110470163147694080,    0,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
    0,    1,    0,   93,131.686111111,    0,    0,    0,    1,    0,   11,1110463928797147136,   20,116206,  118,  374,3740.0,1472119,    7,18967,18424289,   15
